-2.6	3.1	5.6	12	15.8	21.3	25	24.1	19.8	12.6	8.6	3
-3	2	4.8	9.5	16.6	19.3	24.1	22.5	19.3	14.1	10.1	6.3
1.8	2.1	6.8	10.6	14.3	21.8	25.8	24.8	21.6	14.6	9.6	2
-1.6	4.1	2.3	10.5	16	23.1	23.8	25.3	18.8	16.3	8.5	6.6
-1.8	1.3	7.1	12.3	17.1	20.1	23.6	23.3	20.6	14.6	9.8	1.1
0.6	-0.1	5.8	11	17.3	21	24	22.6	19	13.6	7.3	4.1
0.1	0.1	6.1	10.6	15.5	21.6	24.5	22.6	19.6	12	8.1	4
-2	1.1	5.6	9.8	15.6	21	24.3	24.8	19.5	11.3	9	2
2.5	1.1	4.6	10	15.5	21.8	23.3	23.3	20	14.3	7.3	-3.1
4.1	3.8	5.6	10	14.5	20.6	24.1	24.1	19.3	16.1	9.3	5.3
1.3	3.8	6.3	11.3	19	22.3	24.8	24.8	19.5	14.6	8.6	4.3
2.1	2.3	4.1	9.1	14.8	20	23.1	22.3	19.3	12.1	8.1	3.3
2.5	-1	3.8	10.3	17.1	21.3	26	23.8	19.6	13	8.1	2.6
-3.3	-1.6	4.3	11.8	15.1	22.1	25.6	22.3	19.8	13.8	10.3	5.3
3.1	-0.3	6.6	10.2	15.8	21.2	25.3	25	20.1	16.4	7	1.1
-0.5	1	3.2	10	14.7	20.8	22.3	22.7	20	13.1	5.7	4.6
-0.1	3.9	5.8	9.8	14.2	20.6	23.7	22.7	20.1	14.2	7.2	3.1
4.2	4.3	5.8	10.8	16.4	20	24.3	24.5	20.6	13.9	8.3	5.4
1	2.1	5	10.6	16.1	21.7	25.9	23.8	20.3	12.7	9.9	4.2
-0.9	2.1	7.1	9.5	16.1	21	22.4	22.8	18.9	13.4	7.3	-0.6
-0.1	1.6	3.9	10.7	16.2	22.5	22.3	25.1	19.5	13.8	10.6	6.1
3.8	4.1	6.1	11.7	15	21.3	25.4	24.5	20.7	13	6.8	1.5
-2.5	-1.7	4.9	8.8	13.7	19.8	24.1	24.6	20.5	12.9	9.5	2.8
-4.2	1.3	5.7	11	17	21.1	23.5	23	20.7	13.6	8.8	3
-0.9	1.8	3.4	11.4	14.1	21.7	24.4	25.7	22.2	14.2	9	1.5
3.9	1.4	5.4	11.6	16.2	20.7	24.9	24.5	19.4	13.3	10.4	6
2.8	-1.9	4.5	9.7	16.8	21.4	23.7	23.3	20.4	17.2	7.2	2.9
1.7	1.9	5.1	11.2	15	23	25.1	23	20.7	13.4	7.8	3.5
-1.9	2.2	4.7	11.5	15.9	19.7	23.1	24.7	19.3	13.1	10.5	2.3
0	0.6	8.3	13	17.7	23.6	27	24.5	21.3	14.7	8.7	0.5
-1.6	1.5	5.6	11.2	17.1	22.2	26.5	24.1	20.9	14.4	10.4	5.8
2.8	4.6	9.1	12.3	17.7	21.5	25.8	24.8	20.6	15	6.4	5.4
